"","bids_name","scanner","parent_site","scanner_type","subj","year","cnr","snr_csf","snr_gm","snr_total","snr_wm","snrd_csf","snrd_gm","snrd_total","snrd_wm"
"18","sub-03_ses-Y1MRC_run-01_T1w","MRC","MR","GE","sub-03","ses-Y1",2.4050046726761,3.82151528071121,7.78911603918391,8.22661398085503,13.06921062267,11.8239020723928,26.8189842289717,25.4997930434905,37.8564928291071
"19","sub-03_ses-Y1MRC_run-02_T1w","MRC","MR","GE","sub-03","ses-Y1",2.39194404517697,3.70756494290584,7.51771129448583,8.00702939431074,12.7958119455405,11.8683947805823,26.8362741551338,25.6319408011843,38.1911534678369
"20","sub-03_ses-Y1MRC_run-03_T1w","MRC","MR","GE","sub-03","ses-Y1",2.42936522501818,3.87420777412782,7.36500556476337,7.90757530847362,12.4835125865297,11.4215658524519,25.7203137800706,24.7367608740439,37.0684029896092
"21","sub-03_ses-Y1MRC_run-04_T1w","MRC","MR","GE","sub-03","ses-Y1",2.41507563848918,3.70218945647825,6.94254338649715,6.96738388987925,10.2574188266624,14.0379950552936,30.761320347274,30.349896892491,46.2503752749052
"22","sub-03_ses-Y1ZHH_run-01_T1w","ZHH","ZH","GE","sub-03","ses-Y1",2.39124374109303,3.21023715872326,8.68320668096713,8.43067322082605,13.3985758227878,40.4156610810597,63.0816264577298,63.4586347871728,86.8786168227289
"23","sub-03_ses-Y2CMH_run-01_T1w","CMH","CM","GE","sub-03","ses-Y2",3.18572942471772,2.97293731620842,10.0213022040361,10.3032159742528,17.915408402514,17.3494723202212,30.9353455259256,30.6501941766695,43.6657646838618
"24","sub-03_ses-Y2MRC_run-01_T1w","MRC","MR","GE","sub-03","ses-Y2",2.37940597074128,3.45451295370552,6.78853662866802,6.67305985663689,9.77612998753714,13.8677848480692,30.4302697343093,30.0968478847774,45.9924890719538
"25","sub-03_ses-Y2MRC_run-02_T1w","MRC","MR","GE","sub-03","ses-Y2",2.3339856974721,3.61028696400913,6.87677493619882,6.8687998795719,10.1193377385077,13.7836104503774,30.219068789755,29.6289763042339,44.8842496725692
"26","sub-03_ses-Y2ZHH_run-01_T1w","ZHH","ZH","GE","sub-03","ses-Y2",2.70849681462553,2.45351070143586,9.33589899460545,8.85354475908755,14.7712245812213,26.2627412287161,50.7807197616731,49.2585197001373,70.7320981100226
"27","sub-03_ses-Y3CMH_run-01_T1w","CMH","CM","GE","sub-03","ses-Y3",2.90694453004656,2.58452426803848,9.30942934977187,9.46178467460634,16.4914004060087,14.3614146881046,28.4022903791266,27.5578574877609,39.9098673960513
"28","sub-03_ses-Y3MRP_run-01_T1w","MRP","MR","prisma","sub-03","ses-Y3",2.18482033336115,3.36252256414251,4.71434645145302,4.57495980142347,5.64801038867486,11.4822215046649,17.1680441952567,20.1923141505417,31.9266767517034
"29","sub-03_ses-Y3MRP_run-02_T1w","MRP","MR","prisma","sub-03","ses-Y3",2.21936040167599,3.9038371302611,4.8131420813041,4.83790575577494,5.79673805575962,10.9608760030454,16.9377319553665,19.7383503392418,31.3164430593136
"30","sub-03_ses-Y3MRP_run-03_T1w","MRP","MR","prisma","sub-03","ses-Y3",2.2101659030164,3.71563858341669,4.90468023456884,4.75753109544929,5.65227446836235,10.8940331359731,16.6680684657396,19.5197994855362,30.9972968548959
"31","sub-03_ses-Y3ZHP_run-01_T1w","ZHP","ZH","prisma","sub-03","ses-Y3",1.86326409275125,3.32184401652382,5.12354381607786,4.35696500780254,4.62550719080592,9.34519298599848,14.7992858363004,17.0451834702051,26.9910715883163
"32","sub-03_ses-Y4CMP_run-01_T1w","CMP","CM","prisma","sub-03","ses-Y4",2.36759753671016,3.41166857528882,4.50589021311317,4.64516297033834,6.01793012261304,16.331149988712,23.8964275739069,28.7495546689529,46.0210864442399
"33","sub-04_ses-Y1CMH_run-01_T1w","CMH","CM","GE","sub-04","ses-Y1",2.79693845692622,3.49215366021005,10.1537240682416,10.6968267570479,18.4446025426919,17.2942042912371,29.050012530641,28.5205726467931,39.2175011185012
"34","sub-04_ses-Y1MRC_run-01_T1w","MRC","MR","GE","sub-04","ses-Y1",2.07145313773843,3.54216517540533,6.89582244814355,7.46153248892986,11.9466098432407,14.6859736886832,31.4393124827932,30.0325871940625,43.9724754107112
"35","sub-04_ses-Y1MRC_run-02_T1w","MRC","MR","GE","sub-04","ses-Y1",2.17207046588874,3.65760478950009,7.182465854921,7.91989937613875,12.9196274839952,14.6400782852716,31.1317688997806,29.7307002613816,43.4202535990926
"36","sub-04_ses-Y1MRC_run-03_T1w","MRC","MR","GE","sub-04","ses-Y1",2.10517603587175,3.65148354425162,6.90673826146811,7.79610634160079,12.8300972190826,14.6909060683958,31.5855916567954,30.0989464491567,44.0203416222789
"37","sub-04_ses-Y1ZHH_run-01_T1w","ZHH","ZH","GE","sub-04","ses-Y1",2.4033426067145,3.13575944984409,9.0566662866345,9.11488926878478,15.1522420698758,20.8152794566046,34.1888958207066,33.766506571069,46.2953444358959
"38","sub-04_ses-Y2CMH_run-01_T1w","CMH","CM","GE","sub-04","ses-Y2",3.02222232973327,3.2551653267614,10.0292721258596,10.7932849697638,19.0954174566704,16.4295028961987,28.8242073196136,28.3395264966521,39.7648692741441
"39","sub-04_ses-Y2MRC_run-01_T1w","MRC","MR","GE","sub-04","ses-Y2",1.98632322687255,3.72559211863801,6.5687579041716,6.75533054686188,9.97164161777603,13.7420600328859,28.9472765659225,27.9558199342876,41.1781232040546
"40","sub-04_ses-Y2MRC_run-02_T1w","MRC","MR","GE","sub-04","ses-Y2",1.92404220891053,3.66443027950733,6.43016411182525,6.6085798599166,9.73114518841722,13.8205757297427,29.392947671729,28.2988237846445,41.6829479524617
"41","sub-04_ses-Y2MRC_run-03_T1w","MRC","MR","GE","sub-04","ses-Y2",1.96218798540932,3.66510688487267,7.06958826887082,6.77583101082918,9.59279787874405,13.9861991855543,29.3936693299663,28.2510531039637,41.3732907963703
"42","sub-04_ses-Y2ZHH_run-01_T1w","ZHH","ZH","GE","sub-04","ses-Y2",2.71065557007316,3.58373194504078,9.76557408816913,9.92997560144819,16.4406207711347,22.7408102279048,33.7876453548564,34.2397216237911,46.190709288612
"43","sub-04_ses-Y3CMH_run-01_T1w","CMH","CM","GE","sub-04","ses-Y3",3.01810716563976,3.51044986259626,9.91392847421724,10.4268335357233,17.8561222703564,16.6268999973193,27.7787950104118,27.700520203853,38.6958656038279
"44","sub-04_ses-Y3MRP_run-01_T1w","MRP","MR","prisma","sub-04","ses-Y3",1.93218455878109,3.20719016899379,6.36031956400083,4.59434925868903,4.21553804307247,11.00265815099,16.8428107249357,20.2347981897761,32.8589256934026
"45","sub-04_ses-Y3MRP_run-02_T1w","MRP","MR","prisma","sub-04","ses-Y3",1.95252569319147,3.35531813535281,5.82093354830175,4.49041669540766,4.29499840256842,12.0235463503569,17.3407097325882,21.1068087250095,33.9561700920834
"46","sub-04_ses-Y3MRP_run-03_T1w","MRP","MR","prisma","sub-04","ses-Y3",1.968990504735,3.28406946248494,5.9302958046919,4.53805247611473,4.39979216116736,11.9603452526108,17.8521382954266,21.447008711408,34.5285425861864
"47","sub-04_ses-Y3ZHP_run-01_T1w","ZHP","ZH","prisma","sub-04","ses-Y3",1.6476946338119,3.19285488416396,5.94743466113863,4.21780236203647,3.51311754080682,11.4279658625259,16.7044816219124,20.3140706199624,32.8097643754489
"48","sub-04_ses-Y4CMP_run-01_T1w","CMP","CM","prisma","sub-04","ses-Y4",2.17690288814885,3.11634258180369,5.64261803163698,4.4396875725283,4.56010210414423,14.5156165972398,20.1027639141934,25.3392605290128,41.3994010756051
