bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-01_ses-Y1CMH_run-01_T2w	0.650889363118233	1.3835422099371137	0.670315274650308	891.458984375	2.5249161550465407	2.8618804670912508	3.1552709947358712	1.5575970033125004	0.2082935761719655	0.1481017305251752	0.6436046933028593	1.2073590755462646	0.3180561661720276	0.0	0.0013250878660070644	11.905515251713942	25.402994268226262	5.861191135117188	256	256	45	5.894611705184521	2.541372973188881	6.0050659244898545	9.57921309509616	51.80621548192167	70.83915190269236	51.53759580050428	31.9674200168988	0.8593999743461609	0.8594000339508057	2.9999351501464844	17.446491956984005	21.161739349365234	29.38003158569336	15.711442947387695	364460.0	0.0	98.0068992614746	36.35942077636719	2.1767669524190367	223.77078247070312	1684.0186767578125	1673.40673828125	66946.0	1268.8486328125	2154.4002685546875	283.8854064941406	-0.7436789742244829	705.958251953125	2040.72509765625	2288.19482421875	81464.0	409.18946075439453	3166.835656738281	900.3718872070312	-0.11019291249587981	111.30262756347656	1034.927001953125	1032.58837890625	326984.0	862.7126708984375	1214.9630615234373	107.7945327758789	0.13214579224586487	0.1298549920320511	0.48449453711509705	0.30492968638289136
sub-01_ses-Y1ZHH_run-01_T2w	1.311223918471528	0.990740971605017	0.7196266174498016	601.5681762695312	2.7843878309863963	3.1458227608825124	3.5372356313466917	1.6701051007299836	0.27230751388369356	0.1523228628231933	0.5753696232931131	1.1546974182128906	0.4488363534212113	0.0	0.0030620098609262987	10.88782519035533	25.635976671380345	6.655332857278462	256	256	48	7.682387067119899	2.4139416748825573	7.0125999745048775	10.941471181512174	36.99953322917186	42.40481645776483	34.7340499541265	24.797800175442788	0.8593999743461609	0.8593999147415161	2.9999608993530273	2759.2043304981994	27.237245559692383	38.855262756347656	20.496822357177734	376796.0	0.0	126.55684471130371	60.37662887573242	0.6548047934561412	193.5695343017578	1556.824951171875	1538.2528076171875	110601.0	1274.2132568359375	1915.543212890625	200.23019409179688	-1.370189827342317	869.883544921875	1507.8121337890625	1762.97705078125	87639.0	434.87153930664067	2519.2016601562495	730.3270874023438	0.6813595152939564	89.94596862792969	1037.6204833984375	1030.9666748046875	284602.0	895.9129028320312	1202.4593688964846	94.22543334960938	0.125856414437294	0.12256241589784622	0.49085772037506104	0.3401942149502627
sub-01_ses-Y2CMH_run-01_T2w	0.665292074998639	1.372768522318477	0.6476500857336255	1322.63232421875	2.555762791604011	2.9025249027890867	3.181661719364484	1.5831017526584619	0.21187177434387014	0.15114885673884082	0.636979368917289	1.2516837120056152	0.3368700504302977	0.0	0.0010768397027259278	11.745383750476948	24.89740151341824	5.915158216141868	256	256	45	6.116286674005725	2.5498812612570596	6.208949079389009	9.960679302904245	52.168721537764775	71.77653216912444	52.23456467789642	32.75844032680005	0.8594000339508057	0.8593999743461609	3.000072479248047	6741.1141226428435	20.631908416748047	27.89202308654785	17.08323860168457	497809.0	0.0	85.64766387939449	68.21209716796875	2.048224053148515	219.07203674316406	1652.02197265625	1642.925537109375	67716.0	1254.94384765625	2091.7644653320312	268.6128845214844	-0.7611971677267517	710.6497192382812	2019.7613525390625	2260.42529296875	83069.0	438.5282165527344	3127.0632324218745	886.4772338867188	-0.11995811155694502	106.84708404541016	1034.3052978515625	1031.646484375	321307.0	869.1197021484375	1207.6449951171876	103.57173919677734	0.1293930858373642	0.1344744712114334	0.484264612197876	0.300420206587953
sub-01_ses-Y2MRC_run-01_T2w	0.9523198251381649	1.3456813329430117	0.6012957727094101	540.9515991210938	2.7443389696969693	3.2350487272727273	3.338938181818182	1.6590299999999998	0.23041002952066514	0.5046384819913422	0.2649514884879926	2.1065216064453125	0.2729390144348145	0.0	0.0032040199482053435	8.46069821096238	4.120455322858278	7.388988375441219	192	256	48	2.41878936838832	4.007870905907592	3.154307826096545	3.0362632039937227	93.36628983389107	37.8802793595041	51.03051321726534	21.844970458400837	0.859375	0.859375	3.0	27.795816880210833	34.257511138916016	68.52379608154297	58.222572326660156	483393.0	15.650526237487792	157.3319854736328	49.639461517333984	1.2047895746254493	1641.89208984375	5161.8779296875	4882.1845703125	120078.0	2353.6884155273438	8957.975390624999	2018.4329833984375	0.11060309307683891	483.63092041015625	2044.071044921875	1980.78466796875	196451.0	1343.9439086914062	2975.8155517578125	494.222412109375	2.5602777920073185	314.88623046875	1208.0584716796875	1142.287841796875	99436.0	715.1783294677734	1917.0249328613281	376.213134765625	0.1492975652217865	0.4401257038116455	0.3087434470653534	0.10197589123416327
sub-01_ses-Y2ZHH_run-01_T2w	1.160637022112535	1.0441438908626945	0.704398697783398	838.8861694335938	2.7994783943991415	3.171654737450687	3.5420061564650407	1.6847742892816957	0.28689105987707514	0.15110936606146813	0.5619995740614567	1.162330150604248	0.42372559010982513	0.0	0.0020683496628881117	10.526800931228186	25.637528103666764	6.823650286664779	256	256	48	8.13208148499949	2.468851575505296	7.536736903321821	12.009277649460675	61.78760312115388	72.84492260227749	58.80368698860949	41.77853524239709	0.8593999743461609	0.8593999743461609	2.9998202323913574	4.301291695762229	16.104982376098633	32.529911041259766	10.862645149230957	437350.0	0.0	109.39556999206542	39.38933563232422	0.6207015711914621	179.4234619140625	1537.5345458984375	1518.9024658203125	120211.0	1269.1223754882812	1871.2949829101562	186.7782745361328	-1.3948478952045829	803.4641723632812	1508.981201171875	1790.7205810546875	85879.0	432.021875	2489.945190429687	725.3211059570312	0.4736398053835278	82.90718078613281	1030.534423828125	1027.0267333984375	274589.0	896.9025390625	1175.9914062499997	85.519287109375	0.12301880121231079	0.12622641026973724	0.48994752764701843	0.3643513997732149
sub-02_ses-Y3MRP_run-01_T2w	0.9407275395737212	1.3786161393223084	0.5863121456396996	514.2728881835938	3.547562405190519	4.1637818181818185	4.448197818181818	2.030707579207922	0.2588167532484586	0.45531295580439757	0.28587029094714383	1.0933403968811035	0.12054674625396711	0.002287640105190594	0.0016597220731488184	12.432574617707633	6.85234806546814	10.791420948514935	192	256	48	3.355981573475657	3.3447931486114584	3.124208393107884	2.6718504572365376	171.5997578149287	49.95432164780025	82.32911781027973	25.433273968110218	0.859375	0.859375	3.0000035762786865	1752.2410880989057	25.995025634765625	51.35140609741211	45.11743927001953	195387.0	7.896493005752563	104.22325744628907	65.28167724609375	-0.6920526349562901	2211.335205078125	6944.14990234375	6808.87255859375	94127.0	3703.4762451171873	10229.42041015625	2028.8658447265625	0.17993021001779175	590.9616088867188	2048.346923828125	1982.1275634765625	105999.0	1220.3866088867187	3161.1067138671865	592.59814453125	4.208097644954565	324.3340759277344	1054.3218994140625	1009.1618041992188	71736.0	579.7631988525391	1718.2730407714844	377.6988220214844	0.06486039608716965	0.26729097962379456	0.20193830132484436	0.09578465207800568
sub-03_ses-Y2CMH_run-01_T2w	0.5004455005119078	2.37996080490047	0.6662900425910867	1459.7498779296875	3.1171389979178348	3.459436919650731	3.8994994968685717	1.9924805772342016	0.22203594088591155	0.4047427833867145	0.37322127572737396	1.0968384742736816	0.36924973130226135	0.0	0.0010571461916876511	11.990453887527345	5.763755155384196	6.916688409893651	256	256	45	3.048252119725003	10.941833244460883	8.449865705095434	11.359511751100413	89.12308839463377	47.73531624097911	57.235762485367275	34.84888282048894	0.8593999743461609	0.8594000339508057	2.9999639987945557	6.8637884230858734	19.0819149017334	25.59946060180664	16.698360443115234	364908.0	0.0	80.50675430297845	27.221359252929688	0.16732332652325743	723.0284423828125	2412.276611328125	2595.855224609375	135734.0	599.2316009521485	3401.7766967773437	851.5849609375	1.240052099890236	111.01961517333984	1388.3714599609375	1390.368896484375	160145.0	1176.0167236328125	1590.8445556640625	127.0687026977539	2.2847773123871464	76.81678771972656	1013.3621215820312	1015.030517578125	177025.0	866.9426513671875	1151.4992187499997	89.35486602783203	0.1987784206867218	0.45971935987472534	0.4668000340461731	0.25547962232466337
sub-03_ses-Y3MRP_run-01_T2w	0.6684827473019245	1.998100428402808	0.5921508478630169	429.1476745605469	2.998573694054159	3.450938421168825	3.6739723636363637	1.8708102973572884	0.19660504715883909	0.36512157961711367	0.4382733732240473	1.9149423837661743	0.24845509529113752	0.0	0.0016671380170587328	10.155758791031358	5.099553262908481	5.189766802850613	192	256	48	1.946515770241735	4.326698024958059	3.3422579301943203	3.753559995383166	103.26481741400464	49.60468003327552	58.77869804491377	23.466596687461145	0.8593749403953552	0.859375	2.999999523162842	5.976013799840834	30.014205932617188	60.414581298828125	54.72595977783203	389987.0	15.46645631790161	125.11795501708984	35.45488739013672	0.031246611746509778	2136.85302734375	5057.234375	4730.94091796875	124971.0	802.5537719726562	10001.251953125	2430.45654296875	0.04040724452126376	527.2704467773438	2323.665771484375	2272.57275390625	188068.0	1548.8274536132812	3273.152416992187	525.2427368164062	0.4912285282588682	273.22540283203125	1118.501220703125	1075.091064453125	272437.0	723.1612670898437	1661.4803222656246	286.41851806640625	0.13628900051116943	0.3633884787559509	0.3768729269504547	0.09697259275231672
sub-03_ses-Y3ZHP_run-01_T2w	0.7228088617729975	1.8578785428527713	0.6074468583187265	411.89910888671875	3.0438583232323233	3.459746909090909	3.7524247272727274	1.9194033333333334	0.19926213281215663	0.3633238266012844	0.4374140405865589	1.7035366296768188	0.31194716691970803	0.0	0.0018671985985610497	9.97842290926392	5.070815304589994	5.089465073598594	192	256	48	1.8803077526078145	4.179477659542865	3.238092659014425	3.6544925648925934	73.84482468435053	36.61126088981954	42.76493626973269	17.838723235027988	0.859375	0.859375	3.0	7878.1512939918175	39.09095764160156	76.22554779052734	65.38066864013672	325158.0	17.02407341003418	171.7583541870117	73.95806121826172	0.021832523987845853	2048.43896484375	4730.75927734375	4406.20458984375	130290.0	709.8802185058594	9153.305078124999	2343.333251953125	0.019063962262647838	521.9161987304688	2227.98193359375	2184.536376953125	189993.0	1449.21875	3180.7844726562494	522.6802978515625	0.3968182793226016	287.72210693359375	1099.275146484375	1064.4085693359375	276987.0	686.9836364746094	1637.8794067382814	291.259765625	0.14302976429462433	0.37609609961509705	0.38985538482666016	0.09634231424003033
sub-04_ses-Y1CMH_run-01_T2w	5.091088211012617	0.2876221951056347	0.6745486406348382	964.6016235351562	3.0700800886359154	3.3439493667502203	3.9313012976225137	1.9349896015350125	0.2510052139474764	0.1794062580721695	0.5695885279803541	1.159658432006836	0.3872944235801694	0.0	0.0009721333271047951	11.220036757630576	14.416810640135832	5.975255927221145	256	256	45	5.687863405719677	3.0861482696835307	6.324313565166277	10.198929020095623	62.91446322299446	28.770312301242523	39.222020452595686	25.98128583355006	0.8593999743461609	0.8593999147415161	3.000041961669922	8.730592558981282	25.788801193237305	28.735349655151367	19.53000259399414	313006.0	0.0	88.91704750061035	31.326717376708984	0.13992077404752168	472.76153564453125	2436.307861328125	2476.566162109375	151847.0	1708.589453125	3062.7565429687497	435.41094970703125	-1.0421237498694065	454.2784118652344	1035.3482666015625	1132.51513671875	67821.0	433.9902038574219	1528.4559326171875	366.9644775390625	-0.2817928627686359	104.65837860107422	1027.6173095703125	1022.7278442382812	377931.0	872.3208618164062	1201.3223876953125	100.27783203125	0.19943013787269592	0.2107502669095993	0.47428447008132935	0.30341779977316996
