bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-03_ses-Y1CMH_task-rest_run-01_bold	0.0032784134615384615	0.0024041084615384614	0	18.312526007198077	1.2421613424637679	1.024728909565218	0.5047469572193095	32516.3828125	0.16046302943501212	55	26.442307692307693	2.9025821	2.8509888	3.41008	2.4466775	0.0293815	0.0007398364250548184	0.02230312116444111	208	64	64	40	4.8041657339831385	2.0	3.125	3.125	4.0	41.716681637419	34.12836456298828	137.79452514648438	23.182693481445312	88635.0	0.0	718.3269653320318	358.0066833496094	0.9740454312061484	806.67822265625	4159.7822265625	4251.4521484375	38525.0	2531.566455078125	5427.96640625	884.939697265625	90.2900619506836
sub-03_ses-Y1MRC_task-rest_run-01_bold	0.0018633653846153845	0.004526359086538461	0	36.82896444531403	1.1303764412077293	1.0158538427053136	0.5045045722374213	1620.8074951171875	0.18233065866495055	59	28.365384615384617	2.852107633333334	2.8001344	3.376256	2.3799325	0.0301948	0.018170993775129318	0.07410167157649994	208	64	64	40	2.1441678475332258	2.0199999809265137	3.125	3.125	4.0	134.48086533538196	7.862070560455322	28.36099624633789	11.831730842590332	88641.0	5.480769634246826	93.98077392578125	70.48092651367188	3.6190338423120574	195.176025390625	583.2265625	535.3798217773438	39557.0	285.9134826660156	1072.5509765625	249.6880340576172	42.88776397705078
sub-03_ses-Y1ZHH_task-rest_run-01_bold	0.0017496153846153846	0.0036993170673076925	0	24.89771255086956	1.2003745924637679	0.9886803614009663	0.4931051939804141	29486.13671875	0.14288000292067488	41	19.71153846153846	2.6478276333333333	2.794208	2.9168223999999996	2.2324525	0.034652	-0.011744337156414986	0.03624912351369858	208	64	64	40	3.35369897230276	2.0	3.125	3.125	4.0	74.35848214362684	17.249507904052734	79.52643585205078	11.673077583312988	89490.0	0.0	403.9016998291016	220.255859375	0.8188804019406826	503.675048828125	2034.29931640625	2034.865478515625	37614.0	961.1851318359375	3050.6712890624995	606.7445068359375	63.06944274902344
sub-03_ses-Y2CMH_task-rest_run-01_bold	0.0014320673076923076	0.002551258076923077	0	14.780588896425122	1.081849442850242	0.960613266183575	0.511539312822642	26032.396484375	0.11083088798306835	8	3.8461538461538463	2.9489419333333333	2.9250367999999995	3.456384	2.465405	0.0249151	-0.005340360105037689	0.02027296833693981	208	64	64	40	4.614575301488344	2.0	3.125	3.125	4.0	36.59311359253223	36.010128021240234	173.9281463623047	27.51923179626465	89117.0	1.2211538553237915	941.3904174804684	425.8731384277344	1.1253237311887059	882.0274658203125	4410.966796875	4495.51953125	38785.0	2671.137646484375	5834.6185546874985	974.1875	87.53312683105469
sub-03_ses-Y2MRC_task-rest_run-01_bold	0.0017876442307692307	0.002016064971153846	0	25.482080220434792	1.2036638460869566	1.001026745024154	0.521913230946666	980.8643188476562	0.13811611639740465	28	13.461538461538462	2.9391518	2.9702784	3.369312	2.477865	0.0198564	0.00022250096662901342	0.08029600232839584	208	64	64	37	1.8036295474368416	2.0	3.125	3.125	4.0	97.44345510958561	7.712383270263672	40.46360397338867	17.264423370361328	76407.0	11.052885055541992	133.29567718505854	91.89508056640625	3.856472197313031	244.58656311035156	689.2354736328125	610.6538696289062	39953.0	317.6702087402344	1381.589477539063	338.5652160644531	73.4400634765625
sub-03_ses-Y2ZHH_task-rest_run-01_bold	0.0024087500000000003	0.0023565175	0	19.681027218888886	1.232607113719807	1.0156880624637674	0.48666192298622996	71871.0078125	0.13869737755459854	29	13.942307692307692	2.586679463588987	2.7532384000000003	2.7109536000000003	2.29584639076696	0.0262144	-0.007090164814144373	0.009113767184317112	208	64	64	40	3.370089489013888	2.0	3.125	3.125	3.999692678451538	56.490104460367235	18.340076446533203	109.87002563476562	12.399039268493652	90012.0	0.0	583.2072204589841	304.4673156738281	0.9485999049569567	821.6646118164062	3447.61328125	3440.084228515625	37354.0	1687.8229248046873	5174.085937499999	1020.7557373046875	80.3057861328125
sub-03_ses-Y3CMH_task-rest_run-01_bold	0.0029744230769230776	0.001966986033653846	0	15.253342517922704	1.2022268469082134	1.0305209163768112	0.5002891331969731	32343.291015625	0.10376329138835073	10	4.8076923076923075	2.8994261110554795	2.888256	3.36352	2.44650233316644	0.0279916	0.002992667257785797	0.019781939685344696	208	64	64	40	4.618349481677933	2.0	3.125	3.125	3.9999961853027344	36.606228490621675	30.4432430267334	134.86767578125	23.19230842590332	89451.0	0.9663462042808533	663.1130065917969	341.7195739746094	0.8895885224843418	833.5576171875	4161.083984375	4221.16845703125	38111.0	2518.9976806640625	5528.714111328125	913.9873657226562	97.44056701660156
sub-03_ses-Y3MRP_task-rest_run-01_bold	0.0008846153846153846	0.0021203345192307693	0	26.36043705202898	1.1445847045410626	0.9809296481159421	0.5573334001491825	443.0142822265625	0.1852603814595307	84	40.38461538461539	2.573904366666667	2.5542816	2.822864	2.3445675	0.0152021	0.0048031555488705635	0.08148667961359024	208	64	64	37	2.039444986287644	2.0	3.125	3.125	4.0	60.50014111348188	7.669615268707275	66.22811889648438	31.88461685180664	76636.0	24.89423179626465	233.05409240722656	119.65941619873047	1.146299981548573	326.0941162109375	814.4573364257812	747.1346435546875	40205.0	339.6019287109375	1515.52412109375	366.33758544921875	72.33078002929688
sub-03_ses-Y3ZHP_task-rest_run-01_bold	0.002124038461538462	0.004272523605769231	0	27.812431150966184	1.2312036850241548	1.0030361893719804	0.563644635459754	445.3977355957031	0.16475451511077338	43	20.673076923076923	2.543909766666667	2.5199583999999997	2.8446784000000003	2.2670925	0.0307181	-0.01114891842007637	0.06286074221134186	208	64	64	37	2.1039929890814575	2.0	3.125	3.125	4.0	53.47739832905125	6.921187877655029	63.75792694091797	30.913463592529297	76423.0	25.46682758331299	221.64231872558582	106.93131256103516	1.1088017332216182	309.36492919921875	789.2797241210938	726.3510131835938	40598.0	337.748796081543	1449.138745117188	345.22076416015625	69.29762268066406
sub-03_ses-Y4CMP_task-rest_run-01_bold	0.002958365384615385	0.0038439509615384613	0	29.525569445507262	1.1593244504830915	1.0166072134782607	0.5553553757474954	360.81610107421875	0.19166775494536398	83	39.90384615384615	2.6233601333333336	2.638064	2.9650464	2.26697	0.00868156	0.004534181673079729	0.06690093129873276	208	64	64	37	1.8702015367461193	2.0	3.125	3.125	4.0	71.8469061470961	10.207148551940918	70.65789794921875	36.97115707397461	75259.0	27.052885055541992	229.3764495849583	122.14398193359375	1.3828299359844856	378.0992736816406	873.0814819335938	790.550537109375	40974.0	337.7353454589844	1692.2426025390623	422.7035827636719	54.13648223876953
sub-03_ses-Y4CMP_task-rest_run-02_bold	0.0011833173076923077	0.001745380783653846	0	25.234273385169075	1.164270768164251	1.003222921884058	0.5540275275039962	380.89068603515625	0.1895936188729739	92	44.23076923076923	2.6069565333333333	2.6128768000000004	2.9766528	2.23134	0.00828046	0.0006618539337068796	0.06195502355694771	208	64	64	37	1.8575538574327426	2.0	3.125	3.125	4.0	70.98817749189469	8.040268898010254	67.71110534667969	34.7884635925293	75372.0	27.889423370361328	229.6144325256344	116.71943664550781	1.5015636740535285	368.2129211425781	848.6361694335938	766.144287109375	40821.0	330.60577392578125	1642.9952392578125	412.4429016113281	70.15265655517578
sub-04_ses-Y1CMH_task-rest_run-01_bold	0.0016204807692307695	0.004233108605769231	0	14.381606871304347	1.0046673599516909	0.9674393311594205	0.4866340424339091	25010.9921875	0.20840284411555154	85	40.86538461538461	3.0441173999999998	2.9258591999999997	3.560768	2.645725	0.0424559	-0.006267150864005089	0.025411557406187057	208	64	64	40	4.380740027514866	2.0	3.125	3.125	4.0	60.2099142050562	39.11076354980469	122.42666625976562	26.923078536987305	91669.0	0.06730769574642181	555.445227050779	293.5068359375	1.331931212403875	810.7235107421875	4157.84423828125	4255.0625	36480.0	2331.9150512695314	5579.800292968747	971.2980346679688	68.17743682861328
sub-04_ses-Y1MRC_task-rest_run-01_bold	0.0005613461538461538	0.003416627692307692	0	38.77100041516908	1.0816011258937197	0.9917576726570049	0.4885202245924489	1259.2772216796875	0.2166602778193434	107	51.44230769230769	2.7394879666666667	2.6890624	3.269184	2.2602175	0.0179264	0.0018895651446655393	0.0681222528219223	208	64	64	40	1.941057871157196	2.0199999809265137	3.125	3.125	4.0	140.07777950429835	8.396660804748535	27.236604690551758	13.72115421295166	89695.0	5.8125	87.94327011108405	57.6842041015625	4.128655308437971	210.2800750732422	597.4479370117188	537.40869140625	38261.0	273.0528869628906	1128.014404296875	276.8601989746094	39.25634765625
sub-04_ses-Y1ZHH_task-rest_run-01_bold	0.001481971153846154	0.0020666915865384617	0	21.031908357874403	1.1887045024637672	1.013306767149758	0.47195751875131525	31278.01171875	0.17314495923722836	82	39.42307692307692	2.8190977333333334	2.8439904	3.0998528	2.51345	0.0515932	-0.0062114279717206955	0.03413014113903046	208	64	64	40	3.1402093505012894	2.0	3.125	3.125	4.0	102.03406513598766	16.3585205078125	60.11222839355469	11.057692527770996	92206.0	0.0	284.5048065185547	158.78549194335938	0.5611160490426905	516.708251953125	1968.0513916015625	1949.144287109375	35791.0	883.43994140625	3028.307861328125	620.696533203125	74.41888427734375
sub-04_ses-Y2CMH_task-rest_run-01_bold	0.0006143269230769231	0.0019321250480769231	0	13.52788909536231	1.0691834073913038	0.9857050233816428	0.4888085748092444	24116.30859375	0.18648985423620948	88	42.30769230769231	2.923746533333333	2.8500896	3.3824	2.53875	0.0425429	-0.007065675687044859	0.020428437739610672	208	64	64	40	4.407283662205189	2.0	3.125	3.125	4.0	44.06590260625855	35.71075439453125	130.4711456298828	27.716346740722656	91741.0	1.1057692766189575	591.5385131835938	307.1629638671875	1.615982069362503	791.7168579101562	4238.7177734375	4306.4375	36525.0	2407.751123046875	5681.245605468749	977.1049194335938	97.08075714111328
sub-04_ses-Y2ZHH_task-rest_run-01_bold	0.001053798076923077	0.0021391645192307693	0	22.74146246792271	1.2376804565217394	0.9992159202415462	0.4673141760267793	41730.5859375	0.21016617042146676	101	48.55769230769231	2.7330420194794773	2.8514816	2.8502911999999996	2.497353258438433	0.0332735	-0.008103519678115845	0.008044968359172344	208	64	64	40	2.821885426367614	2.0	3.125	3.125	3.999762535095215	81.74755588403377	21.49773406982422	94.90062713623047	14.548077583312988	92301.0	0.0	460.71636962890625	244.53704833984375	0.8517875373245305	885.7728271484375	3196.813232421875	3097.259765625	35342.0	1442.7787048339844	5175.138916015625	1097.5697021484375	75.18824768066406
sub-04_ses-Y3CMH_task-rest_run-01_bold	0.0017404807692307693	0.0035484241826923076	0	15.106227948454116	1.0882384727536227	0.9890049736714973	0.4816925536228434	28391.15234375	0.18142262148969687	72	34.61538461538461	2.966355333333334	2.870464	3.429952	2.59865	0.03338	-0.0019141653319820762	0.023969219997525215	208	64	64	40	4.487545267352627	2.0	3.125	3.125	4.0	66.09870888406667	29.23150062561035	99.23819732666016	23.120193481445312	91555.0	1.274038553237915	444.14231872558594	236.0572052001953	1.3424829765583546	713.44189453125	3838.085205078125	3910.76708984375	36342.0	2229.7654418945317	5111.860107421875	871.4593505859375	74.6893539428711
sub-04_ses-Y3MRP_task-rest_run-01_bold	0.0007935096153846154	0.0012571762884615383	0	19.433822692173912	1.081544354396135	0.9858758773429958	0.5322742009920333	442.6143798828125	0.14902492016833743	51	24.51923076923077	2.531663733333333	2.492448	2.7277632	2.37478	0.0272649	0.0044676633551716805	0.0720130056142807	208	64	64	37	1.8448385354448038	2.0	3.125	3.125	4.0	75.61044548457119	8.090163230895996	58.527671813964844	31.64904022216797	78850.0	24.798078536987305	184.649528503418	94.87834167480469	1.6075273215678285	330.3138122558594	833.4819946289062	742.72119140625	38368.0	335.59473419189453	1634.4820312500003	402.5888977050781	77.99983978271484
sub-04_ses-Y3ZHP_task-rest_run-01_bold	0.0009290865384615384	0.0021084430288461535	0	18.68495819560387	1.0344530515458945	0.9729970156038648	0.541670658075638	427.5179748535156	0.17697532007769787	73	35.09615384615385	2.5518688666666662	2.47856	2.8357216	2.341325	0.0384609	-0.004138387739658356	0.07159692794084549	208	64	64	37	1.9193483410992631	2.0	3.125	3.125	4.0	56.56253901207276	6.8570356369018555	56.30221939086914	30.153846740722656	78127.0	24.57211685180664	183.62933654785147	84.76924896240234	1.36072023042468	300.6083068847656	771.8361206054688	694.1875	39210.0	320.46129913330077	1491.2065734863281	361.67413330078125	66.48882293701172
sub-04_ses-Y4CMP_task-rest_run-01_bold	0.0009472596153846153	0.0016365695384615386	0	21.92557473115942	1.0921280164251206	0.9904632839613532	0.544316733616817	337.9410400390625	0.25166052208554424	125	60.09615384615385	2.541115233333333	2.4669504	2.8464927999999996	2.3099025	0.0257715	-0.001143025467172265	0.07050537317991257	208	64	64	37	1.8233348526481623	2.0	3.125	3.125	4.0	79.83922503402418	7.790788173675537	64.29835510253906	35.52404022216797	77771.0	29.052885055541992	198.1754913330078	99.65082550048828	1.1406223291002267	337.5771484375	822.7679443359375	729.2307739257812	39253.0	331.9875122070313	1617.1096923828125	399.9383239746094	68.26466369628906
sub-05_ses-Y1MRC_task-rest_run-01_bold	0.00041028846153846156	0.003501865336538462	0	32.72641248294688	1.091118640724639	0.987776586570049	0.45325368696240187	2092.608154296875	0.07180682797296634	0	0.0	2.7259697666666667	2.7032448	3.2110719999999997	2.2635925	0.0303814	0.009867867454886436	0.046355362981557846	208	64	64	40	2.5312904894555412	2.0199999809265137	3.125	3.125	4.0	186.44463918800426	5.63816499710083	20.808734893798828	10.014423370361328	100063.0	5.038461685180664	58.129329681396456	52.183292388916016	2.2122191977400334	153.50634765625	521.581787109375	492.48077392578125	30180.0	253.52621002197264	890.3586608886718	194.55397033691406	45.060455322265625
